ISO3Code,Age,Pop2020,Sex
BLR,50,316840,Female
KHM,50,391385,Female
CMR,50,368259,Female
CAN,50,1207497,Female
CPV,50,12805,Female
CAF,50,67029,Female
LKA,50,677375,Female
TCD,50,184641,Female
CHL,50,619294,Female
CHN,50,61097362,Female
COL,50,1537390,Female
COM,50,14140,Female
COG,50,95150,Female
COD,50,1235495,Female
CRI,50,155306,Female
HRV,50,142310,Female
CUB,50,508990,Female
CYP,50,38864,Female
CZE,50,340771,Female
BEN,50,187139,Female
DNK,50,207826,Female
DOM,50,277336,Female
ECU,50,440121,Female
SLV,50,173922,Female
GNQ,50,16753,Female
ETH,50,1660957,Female
ERI,50,45583,Female
EST,50,38963,Female
FJI,50,23407,Female
FIN,50,174781,Female
FRA,50,2216970,Female
DJI,50,20599,Female
GAB,50,37274,Female
GEO,50,130591,Female
GMB,50,34893,Female
PSE,50,83187,Female
DEU,50,3328288,Female
GHA,50,595680,Female
KIR,50,2909,Female
GRC,50,403434,Female
GRD,50,2865,Female
GTM,50,323473,Female
GIN,50,197280,Female
GUY,50,21246,Female
HTI,50,221153,Female
HND,50,199148,Female
HUN,50,329688,Female
ISL,50,10455,Female
IND,50,33673299,Female
IDN,50,7947047,Female
IRN,50,2296892,Female
IRQ,50,730586,Female
IRL,50,156798,Female
ISR,50,212038,Female
ITA,50,2487780,Female
CIV,50,350580,Female
JAM,50,89150,Female
JPN,50,4293819,Female
KAZ,50,518997,Female
JOR,50,209131,Female
KEN,50,821975,Female
PRK,50,1078271,Female
KOR,50,2147031,Female
KWT,50,119193,Female
KGZ,50,155057,Female
LAO,50,145561,Female
LBN,50,177158,Female
LSO,50,40383,Female
LVA,50,62553,Female
LBR,50,80323,Female
LBY,50,182175,Female
LTU,50,96838,Female
LUX,50,22698,Female
MDG,50,438690,Female
MWI,50,254522,Female
MYS,50,833955,Female
MDV,50,9345,Female
MLI,50,255936,Female
MLT,50,12300,Female
MRT,50,76349,Female
MUS,50,42694,Female
MEX,50,3688873,Female
MNG,50,88418,Female
MDA,50,124559,Female
MNE,50,19339,Female
MAR,50,1008565,Female
MOZ,50,453159,Female
OMN,50,57707,Female
NAM,50,44963,Female
NPL,50,683964,Female
NLD,50,634060,Female
VUT,50,5599,Female
NZL,50,163187,Female
NIC,50,150066,Female
NER,50,295506,Female
NGA,50,2995570,Female
NOR,50,182791,Female
FSM,50,2640,Female
PAK,50,4054023,Female
PAN,50,118129,Female
PNG,50,173610,Female
PRY,50,143862,Female
PER,50,892086,Female
PHL,50,2578054,Female
POL,50,1127887,Female
PRT,50,389162,Female
GNB,50,27126,Female
TLS,50,23624,Female
QAT,50,31069,Female
ROU,50,764424,Female
RUS,50,4550664,Female
RWA,50,178890,Female
LCA,50,6354,Female
VCT,50,3297,Female
STP,50,3736,Female
SAU,50,606771,Female
SEN,50,262089,Female
SRB,50,290320,Female
SYC,50,3350,Female
SLE,50,120179,Female
SGP,50,217758,Female
SVK,50,174808,Female
VNM,50,2960411,Female
SVN,50,74372,Female
SOM,50,212242,Female
ZAF,50,1401326,Female
ZWE,50,210343,Female
ESP,50,1803608,Female
SSD,50,169472,Female
SDN,50,727799,Female
SUR,50,16327,Female
SWZ,50,12971,Female
SWE,50,334432,Female
CHE,50,334883,Female
SYR,50,355611,Female
TJK,50,191873,Female
THA,50,2940319,Female
TGO,50,131103,Female
TON,50,2442,Female
TTO,50,42263,Female
ARE,50,120989,Female
TUN,50,371644,Female
TUR,50,2439491,Female
TKM,50,146005,Female
UGA,50,550341,Female
UKR,50,1503996,Female
MKD,50,71938,Female
EGY,50,2143707,Female
GBR,50,2353119,Female
TZA,50,841848,Female
USA,50,10258272,Female
BFA,50,293828,Female
URY,50,101540,Female
UZB,50,819200,Female
VEN,50,827004,Female
WSM,50,4234,Female
YEM,50,409632,Female
ZMB,50,223199,Female
AFG,55,396460,Female
ALB,55,103252,Female
DZA,55,870269,Female
AGO,55,344802,Female
ATG,55,3247,Female
AZE,55,344759,Female
ARG,55,1119816,Female
AUS,55,782011,Female
AUT,55,346719,Female
BHS,55,12515,Female
BHR,55,24933,Female
BGD,55,3221413,Female
ARM,55,114141,Female
BRB,55,10848,Female
BEL,55,396926,Female
BTN,55,12086,Female
BOL,55,204984,Female
BIH,55,140163,Female
BWA,55,37981,Female
BRA,55,6089814,Female
BLZ,55,7153,Female
SLB,55,8920,Female
BRN,55,10646,Female
BGR,55,237857,Female
MMR,55,1389376,Female
BDI,55,123684,Female
BLR,55,410042,Female
KHM,55,356343,Female
CMR,55,286649,Female
CAN,55,1378179,Female
CPV,55,12223,Female
CAF,55,55437,Female
LKA,55,648365,Female
TCD,55,151875,Female
CHL,55,587199,Female
CHN,55,48782446,Female
COL,55,1395717,Female
COM,55,11572,Female
COG,55,71006,Female
COD,55,991045,Female
CRI,55,151756,Female
HRV,55,154873,Female
CUB,55,498368,Female
CYP,55,35538,Female
CZE,55,328051,Female
BEN,55,150212,Female
DNK,55,194836,Female
DOM,55,243099,Female
ECU,55,372034,Female
SLV,55,152687,Female
GNQ,55,12065,Female
ETH,55,1316318,Female
ERI,55,43035,Female
EST,55,46595,Female
FJI,55,21862,Female
FIN,55,185594,Female
FRA,55,2192447,Female
DJI,55,17024,Female
GAB,55,27804,Female
GEO,55,151338,Female
GMB,55,26426,Female
PSE,55,65806,Female
DEU,55,3413966,Female
GHA,55,479815,Female
KIR,55,2394,Female
GRC,55,366665,Female
GRD,55,3081,Female
GTM,55,261945,Female
GIN,55,170186,Female
GUY,55,18635,Female
HTI,55,192453,Female
HND,55,157751,Female
HUN,55,290102,Female
ISL,55,10873,Female
IND,55,29105996,Female
IDN,55,6659928,Female
IRN,55,1850729,Female
IRQ,55,495864,Female
IRL,55,145604,Female
ISR,55,194444,Female
ITA,55,2384062,Female
CIV,55,280804,Female
JAM,55,76113,Female
JPN,55,3918347,Female
KAZ,55,576489,Female
JOR,55,160417,Female
KEN,55,627839,Female
PRK,55,759813,Female
KOR,55,2078609,Female
KWT,55,70000,Female
KGZ,55,152942,Female
LAO,55,118982,Female
LBN,55,136776,Female
LSO,55,37365,Female
LVA,55,78577,Female
LBR,55,65197,Female
LBY,55,125044,Female
LTU,55,127997,Female
LUX,55,20690,Female
MDG,55,352840,Female
MWI,55,197398,Female
MYS,55,709195,Female
MDV,55,7835,Female
MLI,55,194014,Female
MLT,55,14006,Female
MRT,55,61035,Female
MUS,55,45939,Female
MEX,55,3090563,Female
MNG,55,79260,Female
MDA,55,156775,Female
MNE,55,21365,Female
MAR,55,916089,Female
MOZ,55,354687,Female
OMN,55,40303,Female
NAM,55,38301,Female
NPL,55,558896,Female
NLD,55,619723,Female
VUT,55,4440,Female
NZL,55,163783,Female
NIC,55,128296,Female
NER,55,236453,Female
NGA,55,2426334,Female
NOR,55,163168,Female
FSM,55,2323,Female
PAK,55,3405944,Female
PAN,55,100706,Female
PNG,55,141969,Female
PRY,55,127663,Female
PER,55,763847,Female
PHL,55,2174061,Female
POL,55,1196275,Female
PRT,55,390593,Female
GNB,55,22449,Female
TLS,55,19895,Female
QAT,55,19257,Female
ROU,55,537371,Female
RUS,55,5757121,Female
RWA,55,186187,Female
LCA,55,5695,Female
VCT,55,3290,Female
STP,55,2878,Female
SAU,55,426374,Female
SEN,55,207896,Female
SRB,55,284501,Female
SYC,55,3126,Female
SLE,55,95488,Female
SGP,55,219918,Female
SVK,55,186787,Female
VNM,55,2711511,Female
SVN,55,74481,Female
SOM,55,167542,Female
ZAF,55,1183834,Female
ZWE,55,173037,Female
ESP,55,1729681,Female
SSD,55,136211,Female
SDN,55,581234,Female
SUR,55,16291,Female
SWZ,55,9997,Female
SWE,55,304748,Female
CHE,55,319584,Female
SYR,55,309445,Female
TJK,55,170456,Female
THA,55,2676632,Female
TGO,55,102250,Female
TON,55,1916,Female
TTO,55,47710,Female
ARE,55,86040,Female
TUN,55,329381,Female
TUR,55,2163508,Female
TKM,55,138406,Female
UGA,55,416791,Female
UKR,55,1723704,Female
MKD,55,69554,Female
EGY,55,1828446,Female
GBR,55,2306537,Female
TZA,55,654836,Female
USA,55,10840205,Female
BFA,55,232524,Female
URY,55,101984,Female
UZB,55,796572,Female
VEN,55,737932,Female
WSM,55,3717,Female
YEM,55,350039,Female
ZMB,55,172863,Female
AFG,60,307557,Female
ALB,60,95295,Female
DZA,60,684035,Female
AGO,60,252683,Female
ATG,60,2491,Female
AZE,60,265922,Female
ARG,60,1006668,Female
AUS,60,724814,Female
AUT,60,297693,Female
BHS,60,9628,Female
BHR,60,17464,Female
BGD,60,2128534,Female
ARM,60,112885,Female
BRB,60,10000,Female
BEL,60,370684,Female
BTN,60,10136,Female
BOL,60,172470,Female
BIH,60,126468,Female
BWA,60,35434,Female
BRA,60,5044879,Female
BLZ,60,5270,Female
SLB,60,6671,Female
BRN,60,8365,Female
BGR,60,247582,Female
MMR,60,1158960,Female
BDI,60,106164,Female
BLR,60,380267,Female
KHM,60,276711,Female
CMR,60,219795,Female
CAN,60,1287326,Female
CPV,60,8735,Female
CAF,60,44939,Female
LKA,60,600761,Female
TCD,60,125262,Female
CHL,60,514838,Female
CHN,60,38596854,Female
COL,60,1129431,Female
COM,60,9073,Female
COG,60,51035,Female
COD,60,774246,Female
CRI,60,125401,Female
HRV,60,151474,Female
CUB,60,314749,Female
CYP,60,33494,Female
CZE,60,330611,Female
BEN,60,115771,Female
DNK,60,175124,Female
DOM,60,199918,Female
ECU,60,310214,Female
SLV,60,128074,Female
GNQ,60,9757,Female
ETH,60,1109670,Female
ERI,60,35423,Female
EST,60,47121,Female
FJI,60,17634,Female
FIN,60,182050,Female
FRA,60,2070457,Female
DJI,60,12855,Female
GAB,60,20734,Female
GEO,60,139559,Female
GMB,60,16945,Female
PSE,60,45051,Female
DEU,60,2965997,Female
GHA,60,345889,Female
KIR,60,1658,Female
GRC,60,356447,Female
GRD,60,2884,Female
GTM,60,217910,Female
GIN,60,142254,Female
GUY,60,15284,Female
HTI,60,153332,Female
HND,60,126201,Female
HUN,60,348757,Female
ISL,60,10231,Female
IND,60,24195856,Female
IDN,60,5245489,Female
IRN,60,1572477,Female
IRQ,60,363398,Female
IRL,60,126855,Female
ISR,60,183871,Female
ITA,60,2050522,Female
CIV,60,221465,Female
JAM,60,66463,Female
JPN,60,3762668,Female
KAZ,60,457862,Female
JOR,60,111228,Female
KEN,60,477352,Female
PRK,60,777625,Female
KOR,60,1918662,Female
KWT,60,48977,Female
KGZ,60,121570,Female
LAO,60,92509,Female
LBN,60,114998,Female
LSO,60,32676,Female
LVA,60,73215,Female
LBR,60,51737,Female
LBY,60,85735,Female
LTU,60,105453,Female
LUX,60,17152,Female
MDG,60,277270,Female
MWI,60,153834,Female
MYS,60,606342,Female
MDV,60,5921,Female
MLI,60,154250,Female
MLT,60,15183,Female
MRT,60,47128,Female
MUS,60,38924,Female
MEX,60,2500183,Female
MNG,60,55050,Female
MDA,60,146074,Female
MNE,60,20483,Female
MAR,60,791202,Female
MOZ,60,275266,Female
OMN,60,32773,Female
NAM,60,30326,Female
NPL,60,440788,Female
NLD,60,562550,Female
VUT,60,3256,Female
NZL,60,146025,Female
NIC,60,109643,Female
NER,60,180762,Female
NGA,60,1892087,Female
NOR,60,153718,Female
FSM,60,2045,Female
PAK,60,2613081,Female
PAN,60,82042,Female
PNG,60,112295,Female
PRY,60,109266,Female
PER,60,630354,Female
PHL,60,1778415,Female
POL,60,1445025,Female
PRT,60,359953,Female
GNB,60,18898,Female
TLS,60,15098,Female
QAT,60,10597,Female
ROU,60,693885,Female
RUS,60,5848341,Female
RWA,60,135763,Female
LCA,60,4424,Female
VCT,60,2532,Female
STP,60,2286,Female
SAU,60,286771,Female
SEN,60,163710,Female
SRB,60,289162,Female
SYC,60,2444,Female
SLE,60,73419,Female
SGP,60,204854,Female
SVK,60,192304,Female
VNM,60,2318810,Female
SVN,60,72762,Female
SOM,60,132496,Female
ZAF,60,990310,Female
ZWE,60,140977,Female
ESP,60,1513055,Female
SSD,60,105902,Female
SDN,60,455559,Female
SUR,60,11069,Female
SWZ,60,9663,Female
SWE,60,283398,Female
CHE,60,265426,Female
SYR,60,242730,Female
TJK,60,128115,Female
THA,60,2328611,Female
TGO,60,78350,Female
TON,60,1567,Female
TTO,60,39016,Female
ARE,60,42276,Female
TUN,60,275014,Female
TUR,60,1865429,Female
TKM,60,112539,Female
UGA,60,312644,Female
UKR,60,1701998,Female
MKD,60,65837,Female
EGY,60,1509506,Female
GBR,60,1985177,Female
TZA,60,503457,Female
USA,60,10619257,Female
BFA,60,180748,Female
URY,60,95541,Female
UZB,60,623400,Female
VEN,60,620432,Female
WSM,60,2899,Female
YEM,60,265461,Female
ZMB,60,130471,Female
AFG,65,229221,Female
ALB,65,73946,Female
DZA,65,560160,Female
AGO,65,158692,Female
ATG,65,1807,Female
AZE,65,168978,Female
ARG,65,899258,Female
AUS,65,630854,Female
AUT,65,237002,Female
BHS,65,6488,Female
BHR,65,8943,Female
BGD,65,1306839,Female
ARM,65,76729,Female
BRB,65,8093,Female
BEL,65,327435,Female
BTN,65,7120,Female
BOL,65,144891,Female
BIH,65,118029,Female
BWA,65,26599,Female
BRA,65,4034221,Female
BLZ,65,3632,Female
SLB,65,4808,Female
BRN,65,5706,Female
BGR,65,254543,Female
MMR,65,911432,Female
BDI,65,73550,Female
BLR,65,352620,Female
KHM,65,218964,Female
CMR,65,167533,Female
CAN,65,1102782,Female
CPV,65,6478,Female
CAF,65,33490,Female
LKA,65,493916,Female
TCD,65,98556,Female
CHL,65,432902,Female
CHN,65,37622978,Female
COL,65,913137,Female
COM,65,6405,Female
COG,65,36605,Female
COD,65,581466,Female
CRI,65,92722,Female
HRV,65,147120,Female
CUB,65,300742,Female
CYP,65,28359,Female
CZE,65,363790,Female
BEN,65,86381,Female
DNK,65,159061,Female
DOM,65,152487,Female
ECU,65,253078,Female
SLV,65,108836,Female
GNQ,65,7747,Female
ETH,65,832543,Female
ERI,65,32944,Female
EST,65,49283,Female
FJI,65,12180,Female
FIN,65,185273,Female
FRA,65,2005687,Female
DJI,65,9200,Female
GAB,65,16124,Female
GEO,65,123366,Female
GMB,65,12881,Female
PSE,65,33948,Female
DEU,65,2532358,Female
GHA,65,223965,Female
KIR,65,1237,Female
GRC,65,311925,Female
GRD,65,1915,Female
GTM,65,180150,Female
GIN,65,110719,Female
GUY,65,11639,Female
HTI,65,123615,Female
HND,65,98065,Female
HUN,65,381229,Female
ISL,65,8521,Female
IND,65,19092154,Female
IDN,65,3575894,Female
IRN,65,1135905,Female
IRQ,65,339984,Female
IRL,65,117548,Female
ISR,65,188121,Female
ITA,65,1851695,Female
CIV,65,162231,Female
JAM,65,46183,Female
JPN,65,4283163,Female
KAZ,65,379729,Female
JOR,65,76809,Female
KEN,65,351130,Female
PRK,65,377907,Female
KOR,65,1391279,Female
KWT,65,22924,Female
KGZ,65,82413,Female
LAO,65,69532,Female
LBN,65,106759,Female
LSO,65,25362,Female
LVA,65,72450,Female
LBR,65,38909,Female
LBY,65,63776,Female
LTU,65,99981,Female
LUX,65,13623,Female
MDG,65,204536,Female
MWI,65,115063,Female
MYS,65,468249,Female
MDV,65,3253,Female
MLI,65,122651,Female
MLT,65,13912,Female
MRT,65,33552,Female
MUS,65,33486,Female
MEX,65,1938297,Female
MNG,65,34347,Female
MDA,65,136354,Female
MNE,65,19638,Female
MAR,65,587089,Female
MOZ,65,218980,Female
OMN,65,25607,Female
NAM,65,22400,Female
NPL,65,352428,Female
NLD,65,509900,Female
VUT,65,2260,Female
NZL,65,124444,Female
NIC,65,83986,Female
NER,65,132004,Female
NGA,65,1369452,Female
NOR,65,137813,Female
FSM,65,1398,Female
PAK,65,1801861,Female
PAN,65,64068,Female
PNG,65,82100,Female
PRY,65,90780,Female
PER,65,527783,Female
PHL,65,1348668,Female
POL,65,1354358,Female
PRT,65,337340,Female
GNB,65,16285,Female
TLS,65,10190,Female
QAT,65,5939,Female
ROU,65,697965,Female
RUS,65,5171853,Female
RWA,65,102798,Female
LCA,65,3114,Female
VCT,65,1933,Female
STP,65,1511,Female
SAU,65,239327,Female
SEN,65,126449,Female
SRB,65,322781,Female
SYC,65,1577,Female
SLE,65,55065,Female
SGP,65,166299,Female
SVK,65,184460,Female
VNM,65,1672277,Female
SVN,65,70749,Female
SOM,65,101195,Female
ZAF,65,784770,Female
ZWE,65,113324,Female
ESP,65,1253413,Female
SSD,65,76855,Female
SDN,65,347665,Female
SUR,65,8402,Female
SWZ,65,9478,Female
SWE,65,266314,Female
CHE,65,225857,Female
SYR,65,190507,Female
TJK,65,75463,Female
THA,65,1763670,Female
TGO,65,57840,Female
TON,65,1247,Female
TTO,65,31557,Female
ARE,65,19923,Female
TUN,65,221593,Female
TUR,65,1533573,Female
TKM,65,77329,Female
UGA,65,234344,Female
UKR,65,1612778,Female
MKD,65,60538,Female
EGY,65,1120879,Female
GBR,65,1734370,Female
TZA,65,369649,Female
USA,65,9353753,Female
BFA,65,132069,Female
URY,65,81040,Female
UZB,65,416399,Female
VEN,65,461511,Female
WSM,65,2119,Female
YEM,65,196233,Female
ZMB,65,95899,Female
AFG,70,172197,Female
ALB,70,55690,Female
DZA,70,364221,Female
AGO,70,117389,Female
ATG,70,1338,Female
AZE,70,87419,Female
ARG,70,758347,Female
AUS,70,555787,Female
AUT,70,219951,Female
BHS,70,4480,Female
BHR,70,4817,Female
BGD,70,1150261,Female
ARM,70,50547,Female
BRB,70,6407,Female
BEL,70,295438,Female
BTN,70,5602,Female
BOL,70,118349,Female
BIH,70,81261,Female
BWA,70,17068,Female
BRA,70,2957955,Female
BLZ,70,2427,Female
SLB,70,3762,Female
BRN,70,3258,Female
BGR,70,249782,Female
MMR,70,523303,Female
BDI,70,39245,Female
BLR,70,170426,Female
KHM,70,133481,Female
CMR,70,115950,Female
CAN,70,925427,Female
CPV,70,3149,Female
CAF,70,22568,Female
LKA,70,415177,Female
TCD,70,60228,Female
CHL,70,317940,Female
CHN,70,23524526,Female
COL,70,649780,Female
COM,70,3838,Female
COG,70,25057,Female
COD,70,429314,Female
CRI,70,72696,Female
HRV,70,117175,Female
CUB,70,238901,Female
CYP,70,24216,Female
CZE,70,342033,Female
BEN,70,64577,Female
DNK,70,179646,Female
DOM,70,107760,Female
ECU,70,173174,Female
SLV,70,81497,Female
GNQ,70,4740,Female
ETH,70,648561,Female
ERI,70,26225,Female
EST,70,32620,Female
FJI,70,8490,Female
FIN,70,190123,Female
FRA,70,1896420,Female
DJI,70,7111,Female
GAB,70,11947,Female
GEO,70,92087,Female
GMB,70,9733,Female
PSE,70,24258,Female
DEU,70,2042707,Female
GHA,70,160412,Female
KIR,70,907,Female
GRC,70,296795,Female
GRD,70,1464,Female
GTM,70,122830,Female
GIN,70,66412,Female
GUY,70,7785,Female
HTI,70,83849,Female
HND,70,66497,Female
HUN,70,285020,Female
ISL,70,6917,Female
IND,70,12463535,Female
IDN,70,2525488,Female
IRN,70,738068,Female
IRQ,70,178363,Female
IRL,70,101042,Female
ISR,70,154276,Female
ITA,70,1805038,Female
CIV,70,99247,Female
JAM,70,36142,Female
JPN,70,4814856,Female
KAZ,70,201225,Female
JOR,70,59598,Female
KEN,70,220032,Female
PRK,70,460541,Female
KOR,70,1068270,Female
KWT,70,14157,Female
KGZ,70,48801,Female
LAO,70,48290,Female
LBN,70,68500,Female
LSO,70,18198,Female
LVA,70,47888,Female
LBR,70,25034,Female
LBY,70,43386,Female
LTU,70,69856,Female
LUX,70,11456,Female
MDG,70,122474,Female
MWI,70,91018,Female
MYS,70,343037,Female
MDV,70,2100,Female
MLI,70,80120,Female
MLT,70,14514,Female
MRT,70,24204,Female
MUS,70,24803,Female
MEX,70,1340716,Female
MNG,70,20720,Female
MDA,70,64243,Female
MNE,70,13924,Female
MAR,70,341850,Female
MOZ,70,162734,Female
OMN,70,16516,Female
NAM,70,14984,Female
NPL,70,264099,Female
NLD,70,488293,Female
VUT,70,1553,Female
NZL,70,110490,Female
NIC,70,47176,Female
NER,70,98722,Female
NGA,70,900588,Female
NOR,70,135792,Female
FSM,70,761,Female
PAK,70,1333665,Female
PAN,70,48444,Female
PNG,70,47870,Female
PRY,70,65078,Female
PER,70,379331,Female
PHL,70,951813,Female
POL,70,1076251,Female
PRT,70,314038,Female
GNB,70,9652,Female
TLS,70,9453,Female
QAT,70,3807,Female
ROU,70,541939,Female
RUS,70,3467843,Female
RWA,70,65268,Female
LCA,70,2563,Female
VCT,70,1376,Female
STP,70,936,Female
SAU,70,142030,Female
SEN,70,85147,Female
SRB,70,259128,Female
SYC,70,865,Female
SLE,70,39024,Female
SGP,70,100077,Female
SVK,70,138284,Female
VNM,70,987156,Female
SVN,70,52146,Female
SOM,70,68858,Female
ZAF,70,535895,Female
ZWE,70,72322,Female
ESP,70,1181373,Female
SSD,70,59835,Female
SDN,70,242043,Female
SUR,70,6435,Female
SWZ,70,8467,Female
SWE,70,289345,Female
CHE,70,219576,Female
SYR,70,110918,Female
TJK,70,41881,Female
THA,70,1269430,Female
TGO,70,38952,Female
TON,70,884,Female
TTO,70,23659,Female
ARE,70,12071,Female
TUN,70,138201,Female
TUR,70,1108614,Female
TKM,70,39609,Female
UGA,70,156616,Female
UKR,70,1135678,Female
MKD,70,43575,Female
EGY,70,907746,Female
GBR,70,1763853,Female
TZA,70,271826,Female
USA,70,7709344,Female
BFA,70,89431,Female
URY,70,70486,Female
UZB,70,195016,Female
VEN,70,329790,Female
WSM,70,1520,Female
YEM,70,140734,Female
ZMB,70,67563,Female
AFG,75,91107,Female
ALB,75,45107,Female
DZA,75,272083,Female
AGO,75,69351,Female
ATG,75,859,Female
AZE,75,54219,Female
ARG,75,577676,Female
AUS,75,397186,Female
AUT,75,214616,Female
BHS,75,3260,Female
BHR,75,3445,Female
BGD,75,883532,Female
ARM,75,26455,Female
BRB,75,4689,Female
BEL,75,212378,Female
BTN,75,4202,Female
BOL,75,89556,Female
BIH,75,59710,Female
BWA,75,11563,Female
BRA,75,2011193,Female
BLZ,75,1611,Female
SLB,75,2541,Female
BRN,75,1670,Female
BGR,75,176280,Female
MMR,75,323122,Female
BDI,75,24527,Female
BLR,75,181065,Female
KHM,75,80238,Female
CMR,75,70169,Female
CAN,75,657537,Female
CPV,75,2967,Female
CAF,75,14971,Female
LKA,75,254239,Female
TCD,75,37340,Female
CHL,75,235874,Female
CHN,75,14337340,Female
COL,75,445769,Female
COM,75,2539,Female
COG,75,15232,Female
COD,75,268745,Female
CRI,75,49691,Female
HRV,75,95319,Female
CUB,75,192755,Female
CYP,75,17951,Female
CZE,75,245733,Female
BEN,75,43465,Female
DNK,75,125826,Female
DOM,75,73762,Female
ECU,75,130493,Female
SLV,75,63097,Female
GNQ,75,3004,Female
ETH,75,400726,Female
ERI,75,16890,Female
EST,75,36151,Female
FJI,75,4951,Female
FIN,75,125145,Female
FRA,75,1222283,Female
DJI,75,4396,Female
GAB,75,8578,Female
GEO,75,63526,Female
GMB,75,5661,Female
PSE,75,16071,Female
DEU,75,2005707,Female
GHA,75,88624,Female
KIR,75,605,Female
GRC,75,223536,Female
GRD,75,1155,Female
GTM,75,89037,Female
GIN,75,40279,Female
GUY,75,4438,Female
HTI,75,61432,Female
HND,75,45576,Female
HUN,75,235574,Female
ISL,75,4980,Female
IND,75,8020956,Female
IDN,75,1685010,Female
IRN,75,435165,Female
IRQ,75,134949,Female
IRL,75,69974,Female
ISR,75,93793,Female
ITA,75,1454787,Female
CIV,75,61413,Female
JAM,75,25375,Female
JPN,75,3897293,Female
KAZ,75,158525,Female
JOR,75,43266,Female
KEN,75,116868,Female
PRK,75,380070,Female
KOR,75,897655,Female
KWT,75,6792,Female
KGZ,75,21677,Female
LAO,75,29883,Female
LBN,75,41422,Female
LSO,75,12193,Female
LVA,75,60410,Female
LBR,75,17541,Female
LBY,75,32623,Female
LTU,75,77646,Female
LUX,75,8601,Female
MDG,75,75764,Female
MWI,75,57678,Female
MYS,75,192791,Female
MDV,75,2020,Female
MLI,75,50697,Female
MLT,75,9330,Female
MRT,75,15318,Female
MUS,75,14421,Female
MEX,75,947528,Female
MNG,75,14573,Female
MDA,75,52643,Female
MNE,75,9764,Female
MAR,75,284028,Female
MOZ,75,103290,Female
OMN,75,12838,Female
NAM,75,10738,Female
NPL,75,187118,Female
NLD,75,337169,Female
VUT,75,805,Female
NZL,75,78304,Female
NIC,75,38314,Female
NER,75,58684,Female
NGA,75,480358,Female
NOR,75,95017,Female
FSM,75,334,Female
PAK,75,913614,Female
PAN,75,35646,Female
PNG,75,24959,Female
PRY,75,45692,Female
PER,75,279578,Female
PHL,75,597110,Female
POL,75,645087,Female
PRT,75,260313,Female
GNB,75,5737,Female
TLS,75,6062,Female
QAT,75,1816,Female
ROU,75,370577,Female
RUS,75,2222135,Female
RWA,75,40786,Female
LCA,75,1835,Female
VCT,75,880,Female
STP,75,597,Female
SAU,75,99235,Female
SEN,75,54850,Female
SRB,75,155206,Female
SYC,75,902,Female
SLE,75,23792,Female
SGP,75,55267,Female
SVK,75,102237,Female
VNM,75,703519,Female
SVN,75,45766,Female
SOM,75,40086,Female
ZAF,75,367665,Female
ZWE,75,56587,Female
ESP,75,1005235,Female
SSD,75,38227,Female
SDN,75,150929,Female
SUR,75,4479,Female
SWZ,75,6145,Female
SWE,75,223814,Female
CHE,75,178531,Female
SYR,75,83021,Female
TJK,75,20640,Female
THA,75,901462,Female
TGO,75,21789,Female
TON,75,632,Female
TTO,75,16809,Female
ARE,75,5006,Female
TUN,75,97107,Female
TUR,75,799192,Female
TKM,75,20362,Female
UGA,75,94367,Female
UKR,75,837583,Female
MKD,75,31256,Female
EGY,75,500344,Female
GBR,75,1304709,Female
TZA,75,162150,Female
USA,75,5400748,Female
BFA,75,53376,Female
URY,75,57744,Female
UZB,75,130013,Female
VEN,75,218039,Female
WSM,75,1096,Female
YEM,75,80598,Female
ZMB,75,42945,Female
AFG,80,42490,Female
ALB,80,28149,Female
DZA,80,185844,Female
AGO,80,37897,Female
ATG,80,505,Female
AZE,80,55654,Female
ARG,80,406456,Female
AUS,80,281672,Female
AUT,80,153112,Female
BHS,80,1890,Female
BHR,80,2168,Female
BGD,80,533685,Female
ARM,80,38221,Female
BRB,80,3508,Female
BEL,80,188560,Female
BTN,80,2561,Female
BOL,80,59746,Female
BIH,80,52718,Female
BWA,80,5515,Female
BRA,80,1395700,Female
BLZ,80,1136,Female
SLB,80,1164,Female
BRN,80,1185,Female
BGR,80,124007,Female
MMR,80,178528,Female
BDI,80,13288,Female
BLR,80,164774,Female
KHM,80,40200,Female
CMR,80,33831,Female
CAN,80,458654,Female
CPV,80,2577,Female
CAF,80,7700,Female
LKA,80,130456,Female
TCD,80,18953,Female
CHL,80,166728,Female
CHN,80,9297788,Female
COL,80,298000,Female
COM,80,1310,Female
COG,80,7361,Female
COD,80,134889,Female
CRI,80,33405,Female
HRV,80,86614,Female
CUB,80,129719,Female
CYP,80,13204,Female
CZE,80,147501,Female
BEN,80,21487,Female
DNK,80,83099,Female
DOM,80,52296,Female
ECU,80,84427,Female
SLV,80,42858,Female
GNQ,80,1418,Female
ETH,80,202974,Female
ERI,80,8792,Female
EST,80,31160,Female
FJI,80,2440,Female
FIN,80,94966,Female
FRA,80,1071980,Female
DJI,80,2273,Female
GAB,80,4879,Female
GEO,80,65846,Female
GMB,80,2404,Female
PSE,80,8826,Female
DEU,80,1899975,Female
GHA,80,39677,Female
KIR,80,270,Female
GRC,80,229478,Female
GRD,80,822,Female
GTM,80,60319,Female
GIN,80,17993,Female
GUY,80,3702,Female
HTI,80,36140,Female
HND,80,31333,Female
HUN,80,165548,Female
ISL,80,3340,Female
IND,80,4657548,Female
IDN,80,1002254,Female
IRN,80,244765,Female
IRQ,80,74910,Female
