ISO3Code,Age,Pop2020,Sex
URY,70,123811,Both
UZB,70,343946,Both
VEN,70,603581,Both
WSM,70,2742,Both
YEM,70,258978,Both
ZMB,70,112763,Both
AFG,75,168004,Both
ALB,75,86536,Both
DZA,75,513896,Both
AGO,75,119216,Both
ATG,75,1600,Both
AZE,75,90723,Both
ARG,75,963414,Both
AUS,75,762997,Both
AUT,75,383149,Both
BHS,75,5622,Both
BHR,75,6860,Both
BGD,75,1738653,Both
ARM,75,42400,Both
BRB,75,8265,Both
BEL,75,383815,Both
BTN,75,9480,Both
BOL,75,166501,Both
BIH,75,99070,Both
BWA,75,19012,Both
BRA,75,3492132,Both
BLZ,75,3292,Both
SLB,75,4836,Both
BRN,75,3358,Both
BGR,75,285768,Both
MMR,75,531734,Both
BDI,75,41759,Both
BLR,75,256023,Both
KHM,75,131207,Both
CMR,75,122822,Both
CAN,75,1225823,Both
CPV,75,4325,Both
CAF,75,23821,Both
LKA,75,418906,Both
TCD,75,68477,Both
CHL,75,411827,Both
CHN,75,26544616,Both
COL,75,792125,Both
COM,75,4514,Both
COG,75,25526,Both
COD,75,479676,Both
CRI,75,92225,Both
HRV,75,155919,Both
CUB,75,355078,Both
CYP,75,32837,Both
CZE,75,418324,Both
BEN,75,73794,Both
DNK,75,234837,Both
DOM,75,137350,Both
ECU,75,242054,Both
SLV,75,108786,Both
GNQ,75,5597,Both
ETH,75,740933,Both
ERI,75,29859,Both
EST,75,54282,Both
FJI,75,8216,Both
FIN,75,225386,Both
FRA,75,2204088,Both
DJI,75,8393,Both
GAB,75,14623,Both
GEO,75,98400,Both
GMB,75,11001,Both
PSE,75,29495,Both
DEU,75,3637591,Both
GHA,75,158446,Both
KIR,75,868,Both
GRC,75,406619,Both
GRD,75,1995,Both
GTM,75,161077,Both
GIN,75,65414,Both
GUY,75,7916,Both
HTI,75,109403,Both
HND,75,82580,Both
HUN,75,370805,Both
ISL,75,9474,Both
IND,75,15083955,Both
IDN,75,2956932,Both
IRN,75,906606,Both
IRQ,75,241773,Both
IRL,75,133857,Both
ISR,75,170961,Both
ITA,75,2637110,Both
CIV,75,127108,Both
JAM,75,48802,Both
JPN,75,7058057,Both
KAZ,75,232523,Both
JOR,75,79223,Both
KEN,75,193272,Both
PRK,75,558877,Both
KOR,75,1562555,Both
KWT,75,16398,Both
KGZ,75,32595,Both
LAO,75,51527,Both
LBN,75,80092,Both
LSO,75,18621,Both
LVA,75,87983,Both
LBR,75,31448,Both
LBY,75,59135,Both
LTU,75,114826,Both
LUX,75,15650,Both
MDG,75,135141,Both
MWI,75,91476,Both
MYS,75,367301,Both
MDV,75,4085,Both
MLI,75,89850,Both
MLT,75,17196,Both
MRT,75,25500,Both
MUS,75,24639,Both
MEX,75,1722006,Both
MNG,75,24265,Both
MDA,75,79574,Both
MNE,75,15904,Both
MAR,75,514973,Both
MOZ,75,158625,Both
OMN,75,24795,Both
NAM,75,16851,Both
NPL,75,337802,Both
NLD,75,639075,Both
VUT,75,1689,Both
NZL,75,148226,Both
NIC,75,67091,Both
NER,75,106305,Both
NGA,75,906791,Both
NOR,75,179668,Both
FSM,75,526,Both
PAK,75,1853185,Both
PAN,75,66189,Both
PNG,75,46858,Both
PRY,75,86215,Both
PER,75,523330,Both
PHL,75,978190,Both
POL,75,1044673,Both
PRT,75,451371,Both
GNB,75,9028,Both
TLS,75,10982,Both
QAT,75,3861,Both
ROU,75,602811,Both
RUS,75,3159337,Both
RWA,75,65353,Both
LCA,75,3477,Both
VCT,75,1782,Both
STP,75,1020,Both
SAU,75,200815,Both
SEN,75,93559,Both
SRB,75,265541,Both
SYC,75,1560,Both
SLE,75,40470,Both
SGP,75,99406,Both
SVK,75,161890,Both
VNM,75,1126514,Both
SVN,75,79987,Both
SOM,75,75530,Both
ZAF,75,580838,Both
ZWE,75,85700,Both
ESP,75,1811156,Both
SSD,75,70396,Both
SDN,75,277921,Both
SUR,75,7342,Both
SWZ,75,9034,Both
SWE,75,430095,Both
CHE,75,330474,Both
SYR,75,146227,Both
TJK,75,39614,Both
THA,75,1584230,Both
TGO,75,39722,Both
TON,75,1146,Both
TTO,75,29694,Both
ARE,75,19624,Both
TUN,75,173743,Both
TUR,75,1383083,Both
TKM,75,34814,Both
UGA,75,150509,Both
UKR,75,1214353,Both
MKD,75,54708,Both
EGY,75,865361,Both
GBR,75,2442147,Both
TZA,75,269023,Both
USA,75,9727734,Both
BFA,75,86216,Both
URY,75,96455,Both
UZB,75,228204,Both
VEN,75,386279,Both
WSM,75,1838,Both
YEM,75,144493,Both
ZMB,75,67202,Both
AFG,80,75605,Both
ALB,80,53876,Both
DZA,80,343627,Both
AGO,80,59937,Both
ATG,80,923,Both
AZE,80,87797,Both
ARG,80,634684,Both
AUS,80,522945,Both
AUT,80,260228,Both
BHS,80,3187,Both
BHR,80,3957,Both
BGD,80,1021347,Both
ARM,80,59254,Both
BRB,80,6109,Both
BEL,80,320824,Both
BTN,80,5681,Both
BOL,80,106906,Both
BIH,80,84515,Both
BWA,80,8378,Both
BRA,80,2317208,Both
BLZ,80,2263,Both
SLB,80,2265,Both
BRN,80,2175,Both
BGR,80,191839,Both
MMR,80,279501,Both
BDI,80,21866,Both
BLR,80,218763,Both
KHM,80,63482,Both
CMR,80,56789,Both
CAN,80,814597,Both
CPV,80,3896,Both
CAF,80,11481,Both
LKA,80,208110,Both
TCD,80,33615,Both
CHL,80,274260,Both
CHN,80,16181417,Both
COL,80,516269,Both
COM,80,2249,Both
COG,80,11703,Both
COD,80,232525,Both
CRI,80,59910,Both
HRV,80,133892,Both
CUB,80,229564,Both
CYP,80,23171,Both
CZE,80,235463,Both
BEN,80,35315,Both
DNK,80,147182,Both
DOM,80,94846,Both
ECU,80,152260,Both
SLV,80,74608,Both
GNQ,80,2536,Both
ETH,80,371805,Both
ERI,80,15200,Both
EST,80,43508,Both
FJI,80,4051,Both
FIN,80,159123,Both
FRA,80,1812327,Both
DJI,80,4165,Both
GAB,80,7860,Both
GEO,80,96490,Both
GMB,80,4536,Both
PSE,80,15430,Both
DEU,80,3259094,Both
GHA,80,69641,Both
KIR,80,373,Both
GRC,80,394392,Both
GRD,80,1386,Both
GTM,80,108841,Both
GIN,80,29197,Both
GUY,80,6768,Both
HTI,80,61690,Both
HND,80,55285,Both
HUN,80,239744,Both
ISL,80,6149,Both
IND,80,8489011,Both
IDN,80,1631677,Both
IRN,80,551612,Both
IRQ,80,126606,Both
IRL,80,88108,Both
ISR,80,124414,Both
ITA,80,2302393,Both
CIV,80,54992,Both
JAM,80,32092,Both
JPN,80,5339049,Both
KAZ,80,215623,Both
JOR,80,43119,Both
KEN,80,101724,Both
PRK,80,308657,Both
KOR,80,1083829,Both
KWT,80,7941,Both
KGZ,80,32507,Both
LAO,80,27328,Both
LBN,80,62774,Both
LSO,80,10314,Both
LVA,80,49474,Both
LBR,80,15002,Both
LBY,80,33901,Both
LTU,80,83342,Both
LUX,80,12253,Both
MDG,80,73493,Both
MWI,80,42803,Both
MYS,80,229560,Both
MDV,80,2754,Both
MLI,80,36676,Both
MLT,80,11642,Both
MRT,80,12755,Both
MUS,80,15427,Both
MEX,80,1058504,Both
MNG,80,13237,Both
MDA,80,53265,Both
MNE,80,13154,Both
MAR,80,310457,Both
MOZ,80,76714,Both
OMN,80,12881,Both
NAM,80,9349,Both
NPL,80,152514,Both
NLD,80,438424,Both
VUT,80,1211,Both
NZL,80,97320,Both
NIC,80,42806,Both
NER,80,41928,Both
NGA,80,333348,Both
NOR,80,113269,Both
FSM,80,253,Both
PAK,80,961863,Both
PAN,80,44016,Both
PNG,80,20258,Both
PRY,80,53863,Both
PER,80,345376,Both
PHL,80,580536,Both
POL,80,884060,Both
PRT,80,352212,Both
GNB,80,3701,Both
TLS,80,5447,Both
QAT,80,2294,Both
ROU,80,536990,Both
RUS,80,3485779,Both
RWA,80,25694,Both
LCA,80,2405,Both
VCT,80,1440,Both
STP,80,724,Both
SAU,80,106173,Both
SEN,80,45112,Both
SRB,80,204461,Both
SYC,80,928,Both
SLE,80,18574,Both
SGP,80,73381,Both
SVK,80,100449,Both
VNM,80,860586,Both
SVN,80,59368,Both
SOM,80,36029,Both
ZAF,80,298420,Both
ZWE,80,43888,Both
ESP,80,1288336,Both
SSD,80,33934,Both
SDN,80,142873,Both
SUR,80,4711,Both
SWZ,80,4904,Both
SWE,80,269777,Both
CHE,80,228800,Both
SYR,80,84923,Both
TJK,80,29793,Both
THA,80,1070912,Both
TGO,80,16179,Both
TON,80,718,Both
TTO,80,16450,Both
ARE,80,7159,Both
TUN,80,119672,Both
TUR,80,877363,Both
TKM,80,32508,Both
UGA,80,63645,Both
UKR,80,1187162,Both
MKD,80,34316,Both
EGY,80,483976,Both
GBR,80,1736567,Both
TZA,80,121856,Both
USA,80,6461202,Both
BFA,80,36133,Both
URY,80,70331,Both
UZB,80,163802,Both
VEN,80,226565,Both
WSM,80,938,Both
YEM,80,69141,Both
ZMB,80,32916,Both
AFG,85,24460,Both
ALB,85,23388,Both
DZA,85,171049,Both
AGO,85,19878,Both
ATG,85,510,Both
AZE,85,35125,Both
ARG,85,364685,Both
AUS,85,329050,Both
AUT,85,142473,Both
BHS,85,1309,Both
BHR,85,1315,Both
BGD,85,483031,Both
ARM,85,21800,Both
BRB,85,3770,Both
BEL,85,216704,Both
BTN,85,2856,Both
BOL,85,60027,Both
BIH,85,25473,Both
BWA,85,3156,Both
BRA,85,1175240,Both
BLZ,85,1271,Both
SLB,85,1083,Both
BRN,85,958,Both
BGR,85,101275,Both
MMR,85,108124,Both
BDI,85,8435,Both
BLR,85,101383,Both
KHM,85,25586,Both
CMR,85,16301,Both
CAN,85,518702,Both
CPV,85,2082,Both
CAF,85,3491,Both
LKA,85,106461,Both
TCD,85,11769,Both
CHL,85,162146,Both
CHN,85,7581777,Both
COL,85,278541,Both
COM,85,780,Both
COG,85,3415,Both
COD,85,81751,Both
CRI,85,33380,Both
HRV,85,71205,Both
CUB,85,121626,Both
CYP,85,11479,Both
CZE,85,143813,Both
BEN,85,12926,Both
DNK,85,78137,Both
DOM,85,52907,Both
ECU,85,82385,Both
SLV,85,37717,Both
GNQ,85,823,Both
ETH,85,152113,Both
ERI,85,5761,Both
EST,85,23427,Both
FJI,85,1222,Both
FIN,85,96401,Both
FRA,85,1329814,Both
DJI,85,1563,Both
GAB,85,2816,Both
GEO,85,36977,Both
GMB,85,1198,Both
PSE,85,5396,Both
DEU,85,1635049,Both
GHA,85,21412,Both
KIR,85,148,Both
GRC,85,260756,Both
GRD,85,702,Both
GTM,85,58937,Both
GIN,85,8182,Both
GUY,85,2178,Both
HTI,85,26502,Both
HND,85,31705,Both
HUN,85,132075,Both
ISL,85,4272,Both
IND,85,3531139,Both
IDN,85,593134,Both
IRN,85,277481,Both
IRQ,85,48393,Both
IRL,85,45730,Both
ISR,85,83850,Both
ITA,85,1397261,Both
CIV,85,14476,Both
JAM,85,17745,Both
JPN,85,3630344,Both
KAZ,85,62111,Both
JOR,85,16283,Both
KEN,85,36394,Both
PRK,85,105826,Both
KOR,85,540103,Both
KWT,85,1992,Both
KGZ,85,15592,Both
LAO,85,10037,Both
LBN,85,32670,Both
LSO,85,4562,Both
LVA,85,34973,Both
LBR,85,4520,Both
LBY,85,13772,Both
LTU,85,55827,Both
LUX,85,8375,Both
MDG,85,29957,Both
MWI,85,13354,Both
MYS,85,103350,Both
MDV,85,1217,Both
MLI,85,10714,Both
MLT,85,6519,Both
MRT,85,4616,Both
MUS,85,7907,Both
MEX,85,609984,Both
MNG,85,5717,Both
MDA,85,25712,Both
MNE,85,6343,Both
MAR,85,110917,Both
MOZ,85,24300,Both
OMN,85,5639,Both
NAM,85,3642,Both
NPL,85,54150,Both
NLD,85,261756,Both
VUT,85,297,Both
NZL,85,55323,Both
NIC,85,21955,Both
NER,85,11144,Both
NGA,85,75438,Both
NOR,85,70818,Both
FSM,85,90,Both
PAK,85,364849,Both
PAN,85,25732,Both
PNG,85,6242,Both
PRY,85,24197,Both
PER,85,174546,Both
PHL,85,241033,Both
POL,85,557545,Both
PRT,85,224130,Both
GNB,85,1062,Both
TLS,85,1695,Both
QAT,85,1050,Both
ROU,85,274612,Both
RUS,85,1389639,Both
RWA,85,15602,Both
LCA,85,1240,Both
VCT,85,900,Both
STP,85,257,Both
SAU,85,45013,Both
SEN,85,13764,Both
SRB,85,105409,Both
SYC,85,493,Both
SLE,85,6264,Both
SGP,85,40499,Both
SVK,85,56655,Both
VNM,85,609173,Both
SVN,85,37278,Both
SOM,85,11768,Both
ZAF,85,103954,Both
ZWE,85,15460,Both
ESP,85,1039117,Both
SSD,85,12064,Both
SDN,85,55962,Both
SUR,85,2178,Both
SWZ,85,1779,Both
SWE,85,161722,Both
CHE,85,144798,Both
SYR,85,41886,Both
TJK,85,10476,Both
THA,85,563683,Both
TGO,85,4241,Both
TON,85,308,Both
TTO,85,7361,Both
ARE,85,4008,Both
TUN,85,61500,Both
TUR,85,453346,Both
TKM,85,12789,Both
UGA,85,22445,Both
UKR,85,412197,Both
MKD,85,14237,Both
EGY,85,209595,Both
GBR,85,1077555,Both
TZA,85,36082,Both
USA,85,3911104,Both
BFA,85,9873,Both
URY,85,48223,Both
UZB,85,67757,Both
VEN,85,118750,Both
WSM,85,340,Both
YEM,85,24423,Both
ZMB,85,10863,Both
AFG,90,5192,Both
ALB,90,6627,Both
DZA,90,51370,Both
AGO,90,4259,Both
ATG,90,182,Both
AZE,90,8731,Both
ARG,90,152346,Both
AUS,90,156557,Both
AUT,90,67309,Both
BHS,90,405,Both
BHR,90,509,Both
BGD,90,167128,Both
ARM,90,9083,Both
BRB,90,2017,Both
BEL,90,95034,Both
BTN,90,1116,Both
BOL,90,26533,Both
BIH,90,11150,Both
BWA,90,769,Both
BRA,90,510827,Both
BLZ,90,607,Both
SLB,90,268,Both
BRN,90,281,Both
BGR,90,28222,Both
MMR,90,24686,Both
BDI,90,1964,Both
BLR,90,41787,Both
KHM,90,5785,Both
CMR,90,2193,Both
CAN,90,252681,Both
CPV,90,560,Both
CAF,90,523,Both
LKA,90,37893,Both
TCD,90,2661,Both
CHL,90,77228,Both
CHN,90,2305024,Both
COL,90,115655,Both
COM,90,173,Both
COG,90,473,Both
COD,90,18575,Both
CRI,90,14689,Both
HRV,90,25034,Both
CUB,90,56178,Both
CYP,90,4269,Both
CZE,90,54174,Both
BEN,90,3234,Both
DNK,90,36193,Both
DOM,90,23314,Both
ECU,90,35077,Both
SLV,90,12339,Both
GNQ,90,115,Both
ETH,90,38737,Both
ERI,90,1548,Both
EST,90,10146,Both
FJI,90,257,Both
FIN,90,44211,Both
FRA,90,664899,Both
DJI,90,382,Both
GAB,90,462,Both
GEO,90,13533,Both
GMB,90,174,Both
PSE,90,1216,Both
DEU,90,758147,Both
GHA,90,3840,Both
KIR,90,56,Both
GRC,90,104969,Both
GRD,90,243,Both
GTM,90,21501,Both
GIN,90,1270,Both
GUY,90,1268,Both
HTI,90,8369,Both
HND,90,13285,Both
HUN,90,45781,Both
ISL,90,1835,Both
IND,90,992985,Both
IDN,90,168993,Both
IRN,90,56676,Both
IRQ,90,11524,Both
IRL,90,18390,Both
ISR,90,40126,Both
ITA,90,639739,Both
CIV,90,1776,Both
JAM,90,7326,Both
JPN,90,1785823,Both
KAZ,90,22784,Both
JOR,90,3741,Both
KEN,90,5808,Both
PRK,90,25428,Both
KOR,90,184909,Both
KWT,90,143,Both
KGZ,90,4435,Both
LAO,90,2340,Both
LBN,90,8188,Both
LSO,90,1065,Both
LVA,90,17612,Both
LBR,90,667,Both
LBY,90,3511,Both
LTU,90,25757,Both
LUX,90,3471,Both
MDG,90,7933,Both
MWI,90,2162,Both
MYS,90,31442,Both
MDV,90,341,Both
MLI,90,1791,Both
MLT,90,2553,Both
MRT,90,1042,Both
MUS,90,2924,Both
MEX,90,275132,Both
MNG,90,1506,Both
MDA,90,8463,Both
MNE,90,1696,Both
MAR,90,19893,Both
MOZ,90,3738,Both
OMN,90,2459,Both
NAM,90,850,Both
NPL,90,13263,Both
NLD,90,106695,Both
VUT,90,44,Both
NZL,90,27178,Both
NIC,90,8657,Both
NER,90,1661,Both
NGA,90,9171,Both
NOR,90,33614,Both
FSM,90,18,Both
PAK,90,85303,Both
PAN,90,12410,Both
PNG,90,1244,Both
PRY,90,9670,Both
PER,90,58589,Both
PHL,90,76064,Both
POL,90,239201,Both
PRT,90,84924,Both
GNB,90,144,Both
TLS,90,401,Both
QAT,90,516,Both
ROU,90,93693,Both
RUS,90,668338,Both
RWA,90,1683,Both
LCA,90,580,Both
VCT,90,227,Both
STP,90,87,Both
SAU,90,14924,Both
SEN,90,2280,Both
SRB,90,28003,Both
SYC,90,198,Both
SLE,90,1426,Both
SGP,90,16981,Both
SVK,90,18906,Both
VNM,90,274625,Both
SVN,90,14426,Both
SOM,90,2949,Both
ZAF,90,18094,Both
ZWE,90,3027,Both
ESP,90,471255,Both
SSD,90,2729,Both
SDN,90,15291,Both
SUR,90,771,Both
SWZ,90,361,Both
SWE,90,76911,Both
CHE,90,67468,Both
SYR,90,11541,Both
TJK,90,3390,Both
THA,90,225198,Both
TGO,90,616,Both
TON,90,92,Both
TTO,90,2768,Both
ARE,90,956,Both
TUN,90,16314,Both
TUR,90,124984,Both
TKM,90,4582,Both
UGA,90,3394,Both
UKR,90,188148,Both
MKD,90,3266,Both
EGY,90,59000,Both
GBR,90,490577,Both
TZA,90,5088,Both
USA,90,2051136,Both
BFA,90,1579,Both
URY,90,25232,Both
UZB,90,23650,Both
VEN,90,49076,Both
WSM,90,122,Both
YEM,90,5989,Both
ZMB,90,1803,Both
AFG,95,629,Both
ALB,95,776,Both
DZA,95,8796,Both
AGO,95,480,Both
ATG,95,35,Both
AZE,95,1292,Both
ARG,95,35706,Both
AUS,95,42382,Both
AUT,95,17030,Both
BHS,95,72,Both
BHR,95,60,Both
BGD,95,38816,Both
ARM,95,1329,Both
BRB,95,709,Both
BEL,95,23664,Both
BTN,95,317,Both
BOL,95,7941,Both
BIH,95,2165,Both
BWA,95,77,Both
BRA,95,134602,Both
BLZ,95,85,Both
SLB,95,47,Both
BRN,95,55,Both
BGR,95,4510,Both
MMR,95,3096,Both
BDI,95,266,Both
BLR,95,6121,Both
KHM,95,757,Both
CMR,95,110,Both
CAN,95,69593,Both
CPV,95,54,Both
CAF,95,33,Both
LKA,95,6622,Both
TCD,95,359,Both
CHL,95,20356,Both
CHN,95,475193,Both
COL,95,31139,Both
COM,95,21,Both
COG,95,22,Both
COD,95,2419,Both
CRI,95,4127,Both
HRV,95,3810,Both
CUB,95,18439,Both
CYP,95,854,Both
CZE,95,11279,Both
BEN,95,500,Both
DNK,95,10135,Both
DOM,95,8053,Both
ECU,95,10846,Both
SLV,95,2500,Both
GNQ,95,6,Both
ETH,95,5378,Both
ERI,95,294,Both
EST,95,1864,Both
FJI,95,26,Both
FIN,95,10308,Both
FRA,95,200785,Both
DJI,95,51,Both
GAB,95,23,Both
GEO,95,1846,Both
GMB,95,12,Both
PSE,95,174,Both
DEU,95,204159,Both
GHA,95,350,Both
KIR,95,12,Both
GRC,95,23197,Both
GRD,95,38,Both
GTM,95,4360,Both
GIN,95,94,Both
GUY,95,663,Both
HTI,95,1964,Both
HND,95,3721,Both
HUN,95,12918,Both
ISL,95,468,Both
IND,95,223197,Both
IDN,95,23245,Both
IRN,95,8070,Both
IRQ,95,1670,Both
IRL,95,5364,Both
ISR,95,11548,Both
ITA,95,172639,Both
CIV,95,87,Both
JAM,95,1491,Both
JPN,95,517525,Both
KAZ,95,3069,Both
JOR,95,444,Both
KEN,95,343,Both
PRK,95,3683,Both
KOR,95,42896,Both
KWT,95,16,Both
KGZ,95,897,Both
LAO,95,288,Both
LBN,95,1425,Both
LSO,95,114,Both
LVA,95,4669,Both
LBR,95,37,Both
LBY,95,482,Both
LTU,95,6274,Both
LUX,95,706,Both
MDG,95,1305,Both
MWI,95,139,Both
MYS,95,6891,Both
MDV,95,74,Both
MLI,95,138,Both
MLT,95,649,Both
MRT,95,133,Both
MUS,95,781,Both
MEX,95,81437,Both
MNG,95,246,Both
MDA,95,1292,Both
MNE,95,208,Both
MAR,95,1472,Both
MOZ,95,237,Both
OMN,95,774,Both
NAM,95,74,Both
NPL,95,1588,Both
NLD,95,27036,Both
VUT,95,4,Both
NZL,95,6473,Both
NIC,95,2352,Both
NER,95,124,Both
NGA,95,639,Both
NOR,95,9958,Both
FSM,95,2,Both
PAK,95,10720,Both
PAN,95,4453,Both
PNG,95,84,Both
PRY,95,2232,Both
PER,95,12307,Both
PHL,95,14988,Both
POL,95,57005,Both
PRT,95,19175,Both
GNB,95,7,Both
TLS,95,48,Both
QAT,95,142,Both
ROU,95,16865,Both
RUS,95,102243,Both
RWA,95,296,Both
LCA,95,157,Both
VCT,95,34,Both
STP,95,10,Both
SAU,95,3088,Both
SEN,95,185,Both
SRB,95,2934,Both
SYC,95,36,Both
SLE,95,198,Both
SGP,95,4173,Both
SVK,95,3456,Both
VNM,95,98225,Both
SVN,95,3015,Both
SOM,95,437,Both
ZAF,95,1274,Both
ZWE,95,267,Both
ESP,95,112050,Both
SSD,95,363,Both
SDN,95,2714,Both
SUR,95,166,Both
SWZ,95,40,Both
SWE,95,21401,Both
CHE,95,16454,Both
SYR,95,1780,Both
TJK,95,351,Both
THA,95,52666,Both
TGO,95,45,Both
TON,95,10,Both
TTO,95,649,Both
ARE,95,272,Both
TUN,95,3098,Both
TUR,95,17811,Both
TKM,95,705,Both
UGA,95,197,Both
UKR,95,27429,Both
MKD,95,324,Both
EGY,95,10284,Both
GBR,95,130083,Both
TZA,95,247,Both
USA,95,626636,Both
BFA,95,126,Both
URY,95,8809,Both
UZB,95,3712,Both
VEN,95,14875,Both
WSM,95,12,Both
YEM,95,911,Both
ZMB,95,121,Both
AFG,100,39,Both
ALB,100,51,Both
DZA,100,963,Both
AGO,100,38,Both
ATG,100,4,Both
AZE,100,108,Both
ARG,100,4118,Both
AUS,100,4337,Both
AUT,100,1155,Both
BHS,100,8,Both
BHR,100,7,Both
BGD,100,5741,Both
ARM,100,216,Both
BRB,100,204,Both
BEL,100,1885,Both
BTN,100,66,Both
BOL,100,1512,Both
BIH,100,155,Both
BWA,100,2,Both
BRA,100,21150,Both
BLZ,100,12,Both
SLB,100,4,Both
BRN,100,5,Both
BGR,100,179,Both
MMR,100,219,Both
BDI,100,17,Both
BLR,100,389,Both
KHM,100,40,Both
CMR,100,4,Both
CAN,100,8546,Both
CPV,100,5,Both
CAF,100,2,Both
LKA,100,575,Both
TCD,100,27,Both
CHL,100,3731,Both
CHN,100,74692,Both
COL,100,4003,Both
COM,100,1,Both
COG,100,0,Both
COD,100,179,Both
CRI,100,632,Both
HRV,100,236,Both
CUB,100,3143,Both
CYP,100,99,Both
CZE,100,387,Both
BEN,100,45,Both
DNK,100,1326,Both
DOM,100,2399,Both
ECU,100,2509,Both
SLV,100,235,Both
GNQ,100,0,Both
ETH,100,444,Both
ERI,100,28,Both
EST,100,138,Both
FJI,100,2,Both
FIN,100,975,Both
FRA,100,19443,Both
DJI,100,4,Both
GAB,100,0,Both
GEO,100,122,Both
GMB,100,0,Both
PSE,100,12,Both
DEU,100,19295,Both
GHA,100,15,Both
KIR,100,2,Both
GRC,100,2681,Both
GRD,100,3,Both
GTM,100,464,Both
GIN,100,4,Both
GUY,100,130,Both
HTI,100,329,Both
HND,100,491,Both
HUN,100,618,Both
ISL,100,51,Both
IND,100,47939,Both
IDN,100,1563,Both
IRN,100,518,Both
IRQ,100,167,Both
IRL,100,640,Both
ISR,100,1248,Both
ITA,100,16517,Both
CIV,100,3,Both
JAM,100,214,Both
JPN,100,78636,Both
KAZ,100,224,Both
JOR,100,28,Both
KEN,100,9,Both
PRK,100,267,Both
KOR,100,4347,Both
KWT,100,0,Both
KGZ,100,56,Both
LAO,100,20,Both
LBN,100,150,Both
LSO,100,11,Both
LVA,100,559,Both
LBR,100,0,Both
LBY,100,33,Both
LTU,100,571,Both
LUX,100,63,Both
MDG,100,128,Both
MWI,100,5,Both
MYS,100,1095,Both
MDV,100,11,Both
MLI,100,7,Both
MLT,100,78,Both
MRT,100,9,Both
MUS,100,119,Both
MEX,100,12962,Both
MNG,100,23,Both
MDA,100,77,Both
MNE,100,12,Both
MAR,100,61,Both
MOZ,100,10,Both
OMN,100,215,Both
NAM,100,2,Both
NPL,100,98,Both
NLD,100,2963,Both
VUT,100,0,Both
NZL,100,692,Both
NIC,100,414,Both
NER,100,4,Both
NGA,100,30,Both
NOR,100,1080,Both
FSM,100,0,Both
PAK,100,840,Both
PAN,100,1105,Both
PNG,100,3,Both
PRY,100,321,Both
PER,100,1486,Both
PHL,100,1797,Both
POL,100,5024,Both
PRT,100,1961,Both
GNB,100,0,Both
TLS,100,3,Both
QAT,100,89,Both
ROU,100,1162,Both
RUS,100,9407,Both
RWA,100,7,Both
LCA,100,33,Both
VCT,100,5,Both
STP,100,1,Both
SAU,100,311,Both
SEN,100,6,Both
SRB,100,107,Both
SYC,100,5,Both
SLE,100,17,Both
SGP,100,751,Both
SVK,100,164,Both
VNM,100,23850,Both
SVN,100,191,Both
SOM,100,39,Both
ZAF,100,52,Both
ZWE,100,19,Both
ESP,100,13083,Both
SSD,100,26,Both
SDN,100,282,Both
SUR,100,23,Both
SWZ,100,3,Both
SWE,100,2270,Both
CHE,100,1695,Both
SYR,100,164,Both
TJK,100,17,Both
THA,100,8766,Both
TGO,100,0,Both
TON,100,0,Both
TTO,100,88,Both
ARE,100,31,Both
TUN,100,250,Both
TUR,100,1277,Both
TKM,100,72,Both
UGA,100,6,Both
UKR,100,1919,Both
MKD,100,12,Both
EGY,100,967,Both
GBR,100,15834,Both
TZA,100,7,Both
USA,100,97104,Both
BFA,100,1,Both
URY,100,2143,Both
UZB,100,479,Both
VEN,100,2878,Both
WSM,100,0,Both
YEM,100,78,Both
ZMB,100,5,Both
AFG,0,2765103,Female
ALB,0,79714,Female
DZA,0,2467456,Female
AGO,0,2871490,Female
ATG,0,3625,Female
AZE,0,389499,Female
ARG,0,1833225,Female
AUS,0,812208,Female
AUT,0,217802,Female
BHS,0,13168,Female
BHR,0,53446,Female
BGD,0,7007986,Female
ARM,0,97104,Female
BRB,0,7434,Female
BEL,0,307312,Female
BTN,0,31392,Female
BOL,0,579535,Female
BIH,0,64568,Female
BWA,0,134229,Female
BRA,0,7070447,Female
BLZ,0,19461,Female
SLB,0,50037,Female
BRN,0,15420,Female
BGR,0,151943,Female
MMR,0,2231976,Female
BDI,0,1016420,Female
BLR,0,270721,Female
KHM,0,871690,Female
CMR,0,2037881,Female
CAN,0,972207,Female
CPV,0,25617,Female
CAF,0,366177,Female
LKA,0,816078,Female
TCD,0,1454928,Female
CHL,0,570363,Female
CHN,0,39476105,Female
COL,0,1811777,Female
COM,0,60595,Female
COG,0,406577,Female
COD,0,7835544,Female
CRI,0,169903,Female
HRV,0,89324,Female
CUB,0,277783,Female
CYP,0,31431,Female
CZE,0,271654,Female
BEN,0,939809,Female
DNK,0,150224,Female
DOM,0,491041,Female
ECU,0,814607,Female
SLV,0,281360,Female
GNQ,0,98745,Female
ETH,0,8271178,Female
ERI,0,242285,Female
EST,0,33343,Female
FJI,0,43474,Female
FIN,0,128872,Female
FRA,0,1769564,Female
DJI,0,48964,Female
GAB,0,158494,Female
GEO,0,130087,Female
GMB,0,202715,Female
PSE,0,338403,Female
DEU,0,1976336,Female
GHA,0,2040326,Female
KIR,0,7389,Female
GRC,0,198284,Female
GRD,0,4402,Female
GTM,0,1010072,Female
GIN,0,1042818,Female
GUY,0,35956,Female
HTI,0,619176,Female
HND,0,496590,Female
HUN,0,224090,Female
ISL,0,9958,Female
IND,0,55651093,Female
